#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	stats
#open	2021-05-19-21-54-12
#fields	ts	peer	mem	pkts_proc	bytes_recv	pkts_dropped	pkts_link	pkt_lag	events_proc	events_queued	active_tcp_conns	active_udp_conns	active_icmp_conns	tcp_conns	udp_conns	icmp_conns	timers	active_timers	files	active_files	dns_requests	active_dns_requests	reassem_tcp_size	reassem_file_size	reassem_frag_size	reassem_unknown_size
#types	time	string	count	count	count	count	count	interval	count	count	count	count	count	count	count	count	count	count	count	count	count	count	count	count	count	count
1.000000	zeek	98	64	55168	0	0	1621461251.978828	3	6	0	1	0	0	1	0	28	28	0	0	0	0	0	0	0	0
1621461252.980033	zeek	98	1414	1218868	0	0	0.000192	9	14	0	1	0	0	1	0	27	25	0	0	0	0	0	0	0	0
1621461253.980048	zeek	99	278130	239747258	9924	0	0.000437	24816	24811	0	1	0	0	6202	0	6208	28	0	0	0	0	0	0	0	0
1621461255.002583	zeek	99	293646	253122852	9660	0	0.000551	26602	26602	0	1	0	0	6650	0	6653	28	0	0	0	0	0	0	0	0
1621461256.009647	zeek	99	290507	250416232	10185	0	0.000332	25687	25687	0	1	0	0	6421	0	6424	28	0	0	0	0	0	0	0	0
1621461257.009730	zeek	99	269784	232553808	9755	0	0.000491	24418	24418	0	1	0	0	6104	0	6107	28	0	0	0	0	0	0	0	0
1621461258.009743	zeek	99	307444	265015926	9077	0	0.000365	27711	27711	0	1	0	0	6927	0	6930	28	0	0	0	0	0	0	0	0
1621461259.069472	zeek	99	252860	217965320	6492	0	0.000561	22830	22830	0	1	0	0	5707	0	5710	28	0	0	0	0	0	0	0	0
1621461260.069538	zeek	99	299973	258575924	10234	0	0.000348	26863	26863	0	1	0	0	6715	0	6718	28	0	0	0	0	0	0	0	0
1621461261.080246	zeek	99	218961	188744382	6595	0	0.000618	19758	19758	0	1	0	0	4939	0	4942	28	0	0	0	0	0	0	0	0
1621461262.089355	zeek	99	280653	241922084	10504	0	0.000509	25151	25151	0	1	0	0	6287	0	6290	28	0	0	0	0	0	0	0	0
1621461263.089377	zeek	99	332056	286232272	11055	0	0.000443	30198	30198	0	1	0	0	7549	0	7575	28	0	0	0	0	0	0	0	0
1621461264.089469	zeek	99	326388	281345654	9093	0	0.000356	29267	29267	0	1	0	0	7316	0	7319	28	0	0	0	0	0	0	0	0
1621461265.089494	zeek	99	297302	256274324	9026	0	0.000345	25926	25926	0	1	0	0	6481	0	6484	28	0	0	0	0	0	0	0	0
1621461266.089591	zeek	99	290566	250467090	9754	0	0.000350	26295	26295	0	1	0	0	6573	0	6576	28	0	0	0	0	0	0	0	0
1621461267.175099	zeek	99	257833	222252046	7725	0	0.000578	23198	23198	0	1	0	0	5799	0	5802	28	0	0	0	0	0	0	0	0
1621461268.175115	zeek	99	306983	264618544	10224	0	0.000365	28383	28383	0	1	0	0	7095	0	7098	28	0	0	0	0	0	0	0	0
1621461269.309046	zeek	99	281313	242491806	11172	0	0.000605	25126	25126	0	1	0	0	6281	0	6284	28	0	0	0	0	0	0	0	0
1621461270.309103	zeek	99	295405	254638308	9217	0	0.000349	26299	26299	0	1	0	0	6574	0	6577	28	0	0	0	0	0	0	0	0
1621461271.309112	zeek	99	294218	253615916	8093	0	0.000358	26454	26454	0	1	0	0	6613	0	6616	28	0	0	0	0	0	0	0	0
1621461272.309120	zeek	99	281543	242689264	10166	0	0.000354	25211	25211	0	1	0	0	6302	0	6305	28	0	0	0	0	0	0	0	0
1621461273.369941	zeek	99	267693	230751366	7771	0	0.000739	24342	24342	0	1	0	0	6085	0	6111	28	0	0	0	0	0	0	0	0
1621461274.369953	zeek	99	339598	292732674	9838	0	0.000371	31155	31155	0	1	0	0	7788	0	7791	28	0	0	0	0	0	0	0	0
1621461275.369978	zeek	99	296405	255501110	11524	0	0.000355	26958	26958	0	1	0	0	6739	0	6742	28	0	0	0	0	0	0	0	0
1621461276.456959	zeek	99	310937	268026100	10756	0	0.000590	27510	27510	0	1	0	0	6876	1	6880	28	0	0	0	0	0	0	0	0
1621461277.456963	zeek	99	346303	298513186	12700	0	0.000359	31210	31210	0	1	0	0	7802	0	7805	28	0	0	0	0	0	0	0	0
1621461278.456969	zeek	99	298809	257572556	10622	0	0.000367	26803	26803	0	1	0	0	6700	0	6703	28	0	0	0	0	0	0	0	0
1621461279.254115	zeek	99	268894	231786628	10108	0	0.114579	24440	24440	0	0	0	0	6108	0	6110	0	0	0	0	0	0	0	0	0
#close	2021-05-19-21-54-39
