#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	stats
#open	2021-05-19-21-50-54
#fields	ts	peer	mem	pkts_proc	bytes_recv	pkts_dropped	pkts_link	pkt_lag	events_proc	events_queued	active_tcp_conns	active_udp_conns	active_icmp_conns	tcp_conns	udp_conns	icmp_conns	timers	active_timers	files	active_files	dns_requests	active_dns_requests	reassem_tcp_size	reassem_file_size	reassem_frag_size	reassem_unknown_size
#types	time	string	count	count	count	count	count	interval	count	count	count	count	count	count	count	count	count	count	count	count	count	count	count	count	count	count
1621461054.507286	zeek	98	0	0	0	0	0.000164	3	7	0	0	0	0	0	0	27	24	0	0	0	0	0	0	0	0
1621461056.812328	zeek	98	2	120	0	0	0.001275	7	4	0	0	0	0	0	0	7	28	0	0	0	0	0	0	0	0
1621461058.826779	zeek	98	1	60	0	0	0.000435	3	3	0	0	0	0	0	0	3	28	0	0	0	0	0	0	0	0
1621461060.656611	zeek	98	68	58616	0	0	0.001212	6	8	0	1	0	0	2	0	5	29	0	0	0	0	0	0	0	0
1621461061.671203	zeek	99	356057	306920332	12671	0	0.000679	29743	29743	0	1	0	0	7435	0	7438	29	0	0	0	0	0	0	0	0
1621461062.671250	zeek	99	341105	294032510	13511	0	0.000364	28654	28654	0	1	0	0	7163	0	7166	29	0	0	0	0	0	0	0	0
1621461063.671318	zeek	99	322430	277933858	7382	0	0.000406	27215	27215	0	1	0	0	6803	0	6806	29	0	0	0	0	0	0	0	0
1621461064.671395	zeek	99	313650	270366300	10922	0	0.000338	25860	25859	0	1	0	0	6464	0	6491	29	0	0	0	0	0	0	0	0
1621461065.784846	zeek	99	303386	261517930	10492	0	0.000540	25315	25315	0	1	0	0	6328	0	6331	29	0	0	0	0	0	0	0	0
1621461066.784943	zeek	99	313751	270453362	9807	0	0.000557	27302	27302	0	1	0	0	6825	0	6828	29	0	0	0	0	0	0	0	0
1621461067.784943	zeek	99	314603	271186984	11495	0	0.000358	27399	27399	0	1	0	0	6849	0	6852	29	0	0	0	0	0	0	0	0
1621461068.784974	zeek	99	289674	249698988	11518	0	0.000333	25510	25510	0	1	0	0	6377	0	6380	29	0	0	0	0	0	0	0	0
1621461069.785082	zeek	99	319713	275591804	12665	0	0.000360	28067	28067	0	1	0	0	7016	0	7019	29	0	0	0	0	0	0	0	0
1621461070.785206	zeek	99	204064	175903168	6305	0	0.000394	17798	17798	0	1	0	0	4449	0	4452	29	0	0	0	0	0	0	0	0
1621461071.785242	zeek	99	343285	295910868	12776	0	0.000339	30267	30267	0	1	0	0	7566	0	7569	29	0	0	0	0	0	0	0	0
1621461072.785306	zeek	99	304359	262357458	11052	0	0.000389	27098	27098	0	1	0	0	6774	0	6777	29	0	0	0	0	0	0	0	0
